SUBTAB,PERMISSION NAME,USAGE DESCRIPTION,MINIMUM SELECTABLE LEVEL,MINIMUM SYSTEM LEVEL,Column1
Reports,Financial Statements,Allows usage of the Customize Balance Sheet Detail task.,View,,
Reports,Financial Statements,Allows usage of the Customize Balance Sheet task.,View,,
Reports,Financial Statements,Allows usage of the Customize Budget Income Detail task.,View,,
Reports,Financial Statements,Allows usage of the Customize Budget Income Statement task.,View,,
Reports,Financial Statements,Allows usage of the Customize Budget vs. Actual task.,View,,
Reports,Financial Statements,Allows usage of the Customize CTA Balance Audit task.,View,,
Reports,Financial Statements,Allows usage of the Customize Cash Detail task.,View,,
Reports,Financial Statements,Allows usage of the Customize Cash Flow Statement task.,View,,
Reports,Financial Statements,Allows usage of the Customize Cash Statement task.,View,,
Reports,Financial Statements,Allows usage of the Customize Comparative Balance Sheet task.,View,,
Reports,Financial Statements,Allows usage of the Customize Comparative Income Statement task.,View,,
Reports,Financial Statements,Allows usage of the Customize Income Statement Detail task.,View,,
Reports,Financial Statements,Allows usage of the Income Statement report definition.,View,,
Reports,Financial Statements,Allows usage of the Customize Income Statement task.,View,,
Reports,Financial Statements,Allows usage of the Customize Multi-Book Balance Sheet Detail task.,View,,
Reports,Financial Statements,Allows usage of the Customize Multi-Book Balance Sheet task.,View,,
Reports,Financial Statements,Allows usage of the Customize Multi-Book Income Statement Detail task.,View,,
Reports,Financial Statements,Allows usage of the Customize Multi-Book Income Statement task.,View,,
Reports,Financial Statements,Allows usage of the Financial Layout Description report definition.,View,,
Reports,Financial Statements,Allows usage of the Financial Row Layouts task.,View,,
Reports,Financial Statements,Allows usage of the Income Statement Detail report definition.,View,,
Reports,Financial Statements,Allows usage of the Income Statement Detail task.,View,,
Reports,Financial Statements,Allows usage of the Income Statement report definition.,View,,
Reports,Financial Statements,Allows usage of the Income Statement task.,View,,
Reports,Financial Statements,Allows usage of the Japanese Cash Flow Statement task.,View,,
Reports,Financial Statements,Allows usage of the Japanese Financial Report Package task.,View,,
Reports,Financial Statements,Allows usage of the Multi-Book Balance Sheet Detail report definition.,View,,
Reports,Financial Statements,Allows usage of the Multi-Book Balance Sheet Detail task.,View,,
Reports,Financial Statements,Allows usage of the Multi-Book Balance Sheet report definition.,View,,
Reports,Financial Statements,Allows usage of the Multi-Book Balance Sheet task.,View,,
Reports,Financial Statements,Allows usage of the Multi-Book Income Statement Detail report definition.,View,,
Reports,Financial Statements,Allows usage of the Multi-Book Income Statement Detail task.,View,,
Reports,Financial Statements,Allows usage of the Multi-Book Income Statement report definition.,View,,
Reports,Financial Statements,Allows usage of the Multi-Book Income Statement task.,View,,
Reports,Financial Statements,Allows usage of the MultiBook Financial report component.,View,,
Reports,Financial Statements,Allows usage of the New Financial Report task.,View,,
Reports,Financial Statements,Allows usage of the Row Layout Assignment task.,View,,
Reports,Financial Statements,Allows viewing of the CTA Balance Audit report.,View,,
Reports,Financial Statements,Allows viewing of the Multi-Book Balance Sheet report.,View,,
Reports,Financial Statements,Allows viewing of the Multi-Book Income Statement report.,View,,
Reports,Form 940 – Employer’s Annual Federal Unemployment Tax Return,Permission is no longer in use.,,,
Reports,Form 941 – Employer’s Quarterly Federal Tax Return,Permission is no longer in use.,,,
Reports,Form 1099 - Federal Miscellaneous Income,Allows usage of the Form 1099 task.,View,,
Reports,Form 1099 - Federal Miscellaneous Income,Allows usage of the Form 1099-MISC task.,View,,
Reports,Form W-2 - Wage and Tax Statement,Allows usage of the Form W-2 Preview task.,View,,
Reports,Form W-2 - Wage and Tax Statement,Allows usage of the W-2 and 1099 Audit Information task.,View,,
Reports,Form W4 - Employee's Witholding Allowance Certificate,Permission is no longer in use.,,,
Reports,General Ledger,Allows usage of the Customize General Ledger task.,View,,
Reports,General Ledger,Allows usage of the General Ledger report definition.,View,,
Reports,General Ledger,Allows usage of the General Ledger task.,View,,
Reports,General Ledger,Allows viewing of the General Ledger report.,View,,
Reports,Granting access to Reports,Provides access to the Access subtab and allows changing access rights for customized reports.,View,,
Reports,GST Summary Report,Permission is no longer in use.,,,
Reports,Hide Employee Information on Financial Reports ,Masks the employee name if trandoc type is Paycheck or Adjustment.,View,,
Reports,Income,Permission is no longer in use.,,,
Reports,Income Statement,Allows usage of the Budget and Financial report component.,View,,
Reports,Income Statement,Allows usage of the Budget report component.,View,,
Reports,Income Statement,Allows usage of the Consolidated Income Statement report component.,View,,
Reports,Income Statement,Allows usage of the Customize Intercompany Elimination task.,View,,
Reports,Income Statement,Allows usage of the Customize Intercompany Reconciliation task.,View,,
Reports,Income Statement,Allows usage of the Customize Realized Exchange Rate Gains and Losses task.,View,,
Reports,Income Statement,Allows usage of the Customize Unrealized Exchange Rate Gains and Losses task.,View,,
Reports,Income Statement,Allows usage of the Deferred Revenue snapshot.,View,,
Reports,Income Statement,Allows usage of the Expenses snapshot.,View,,
Reports,Income Statement,Allows usage of the Fast Income Statement report component.,View,,
Reports,Income Statement,Allows usage of the Financial report component.,View,,
Reports,Income Statement,Allows usage of the Income snapshot.,View,,
Reports,Income Statement,Allows usage of the Income Statement report component.,View,,
Reports,Income Statement,Allows usage of the Income Statement report definition.,View,,
Reports,Income Statement,Allows usage of the Income Statement task.,View,,
Reports,Income Statement,Allows usage of the Intercompany Elimination report definition.,View,,
Reports,Income Statement,Allows usage of the Intercompany Elimination task.,View,,
Reports,Income Statement,Allows usage of the Intercompany Reconciliation report definition.,View,,
Reports,Income Statement,Allows usage of the Intercompany Reconciliation task.,View,,
Reports,Income Statement,Allows usage of the Japanese Income Statement task.,View,,
Reports,Income Statement,Allows usage of the Operating Expenses snapshot.,View,,
Reports,Income Statement,Allows usage of the Profit snapshot.,View,,
Reports,Income Statement,Allows usage of the Realized Exchange Rate Gains and Losses report definition.,View,,
Reports,Income Statement,Allows usage of the Realized Exchange Rate Gains and Losses task.,View,,
Reports,Income Statement,Allows usage of the Revenue snapshot.,View,,
Reports,Income Statement,Allows usage of the Unrealized Exchange Rate Gains and Losses report definition.,View,,
Reports,Income Statement,Allows usage of the Unrealized Exchange Rate Gains and Losses task.,View,,
Reports,Income Statement,Allows viewing of the Balance Sheet Statement report.,View,,
Reports,Income Statement,Allows viewing of the Cash Flow Statement report.,View,,
Reports,Income Statement,Allows viewing of the Cash Statement report.,View,,
Reports,Income Statement,Allows viewing of the Income Financial Statement report.,View,,
Reports,Income Statement,Allows viewing of the Income Statement Graph report.,View,,
Reports,Income Statement,Allows viewing of the Income Statement vs. Expense Graph report.,View,,
Reports,Income Statement,Allows viewing of the Intercompany Elimination report.,View,,
Reports,Income Statement,Allows viewing of the Intercompany Reconciliation report.,View,,
Reports,Income Statement,Allows viewing of the Realized Gain/(Loss) report.,View,,
Reports,Income Statement,Allows viewing of the Unrealized Gain/(Loss) report.,View,,
Reports,Income Statement,Allows usage of the Request field in Web Services Operations search.,View,,
Reports,Integration,Allows usage of the  field in Web Services Operations search.,View,,
Reports,Integration,Allows usage of the Integration and Automation Usage Detail By Job report definition.,View,,
Reports,Integration,Allows usage of the Integration and Automation Usage Summary By Job report definition.,View,,
Reports,Integration,Allows usage of the Integration and Automation Usage Summary By Job task.,View,,
Reports,Integration,Allows usage of the Integration and Automation Usage Summary By Record Type report definition.,View,,
Reports,Integration,Allows usage of the Integration and Automation Usage Summary By Record Type task.,View,,
Reports,Integration,Allows usage of the Request field in Web Services Operations search.,View,,
Reports,Integration,Allows usage of the Response field in Web Services Operations search.,View,,
Reports,Integration,Allows viewing of the Integration Usage Detail By Job report.,View,,
Reports,Integration,Allows viewing of the Integration Usage Summary By Job report.,View,,
Reports,Integration,Allows viewing of the Integration Usage Summary By Record report.,View,,
Reports,Inventory,Allows usage of the Current Inventory Snapshot report definition.,View,,
Reports,Inventory,Allows usage of the Current Inventory Snapshot task.,View,,
Reports,Inventory,Allows usage of the Transfer Order Register report definition.,View,,
Reports,Inventory,Allows usage of the Cost report component.,View,,
Reports,Inventory,Allows usage of the Customize Current Inventory Snapshot task.,View,,
Reports,Inventory,Allows usage of the Customize Demand History by Item task.,View,,
Reports,Inventory,Allows usage of the Customize Inventory Activity Detail task.,View,,
Reports,Inventory,Allows usage of the Customize Inventory Back Order Report task.,View,,
Reports,Inventory,Allows usage of the Customize Inventory Profitability task.,View,,
Reports,Inventory,Allows usage of the Customize Inventory Revenue Detail task.,View,,
Reports,Inventory,Allows usage of the Customize Inventory Revenue Summary task.,View,,
Reports,Inventory,Allows usage of the Customize Inventory Turnover task.,View,,
Reports,Inventory,Allows usage of the Customize Inventory Valuation Detail task.,View,,
Reports,Inventory,Allows usage of the Customize Inventory Valuation Summary task.,View,,
Reports,Inventory,Allows usage of the Customize Item Demand Forecast vs Sales task.,View,,
Reports,Inventory,Allows usage of the Customize Item Demand Plan by Item task.,View,,
Reports,Inventory,Allows usage of the Customize Item Transaction Detail task.,View,,
Reports,Inventory,Allows usage of the Customize Physical Inventory Worksheet task.,View,,
Reports,Inventory,Allows usage of the Customize Planned Standard Costs by Cost Version task.,View,,
Reports,Inventory,Allows usage of the Customize Production Variances by Item task.,View,,
Reports,Inventory,Allows usage of the Customize Purchase Price Variances by Item task.,View,,
Reports,Inventory,Allows usage of the Customize Stock Ledger task.,View,,
Reports,Inventory,Allows usage of the Customize Transfer Order Register task.,View,,
Reports,Inventory,Allows usage of the Demand History by Item report definition.,View,,
